연 번,기 능,설 치 장 소,위도,경도,연 락 처
1035,다기능,"아산시 문화로 충무초등학교 인근 서해그랑블2단지 앞(권곡동 169-1, 청솔@→충무초교)",36.7895265,127.0163346,041-336-2253
1036,다기능,"아산시 문화로 충무초등학교 인근 서해그랑블2단지 앞(권곡동 166-6, 충무초교→청솔@)",36.7907133,127.0174872,041-336-2253
1037,다기능,"아산시 선장면 아산만로 아산성심학교 앞(군덕리 191-6, 도고우체국→군덕2리마을회관)",36.7762679,126.8634469,041-336-2253
1038,다기능,"아산시 선장면 아산만로 아산성심학교 건너편(군덕리 191-7, 군덕2리마을회관→도고우체국)",36.7762679,126.8634469,041-336-2253
1039,과속,"아산시 송악면 외암로 청산가든 100m 전(역촌리 495-3, 공주→아산)",36.715824,127.0063312,041-336-2253
1040,과속,"아산시 송악면 외암로 방미교 150m 후(마곡리 185-4, 아산→공주)",36.7053176,127.0009791,041-336-2253
1041,과속,"아산시 번영로234번길 온양동신초등학교 앞(모종동 605, 아산시외버스터미널→이마트)",36.7797002,127.0174191,041-336-2253
1042,다기능,"아산시 음봉면 연암율금로 쌍룡초등학교 앞(쌍룡리 434, 꿈쟁이지역아동센터→음봉농협)",36.8801589,127.0753089,041-336-2253
1043,다기능,"아산시 신창면 남성길 남성초등학교 인근(남성리 836, 신창주공아파트→신창장미아파트)",36.7889902,126.9539656,041-336-2253
1044,과속,"아산시 초사동 신정로 룸비니전원유치원 앞(초사동 648-8, 갱티고개→초사동)",36.7411907,126.9701598,041-336-2253
1045,다기능,"아산시 영인면 아산호로 아산흰돌유치원 앞(백석포리 554-1, 와우육교→백석포사거리)",36.8897832,126.9387699,041-336-2253
1046,다기능,"아산시 영인면 아산호로 아산흰돌유치원 건너편(백석포리 554-1, 백석포사거리→와우육교)",36.8897832,126.9387699,041-336-2253
1047,과속,"아산시 둔포면 아산호로 키즈아이조아어린이집 앞(송용리 101-2, 둔포체육공원→시포사거리)",36.9267268,127.0339342,041-336-2253
1048,다기능,"아산시 둔포면 아산호로 키즈아이조아어린이집 건너편(송용리 101-2, 시포사거리→둔포체육공원)",36.9267804,127.0349818,041-336-2253
1049,다기능,"아산시 둔포면 아산밸리동로 충남다사랑학교 앞(석곡리 1591, 음봉→둔포)",36.9166156,127.066979,041-336-2253
1050,다기능,"아산시 둔포면 아산밸리동로 충남다사랑학교 건너편(석곡리 1591, 둔포→음봉)",36.9166156,127.066979,041-336-2253
1051,과속,"아산시 영인면 영인로 영인초등학교 인근(아산리 674-1, 영인저수지→아산온천교차로)",36.8570226,126.9521236,041-336-2253
1052,다기능,"아산시 인주면 인주로 금성초등학교 앞(금성리 455, 냉정리→금성리)",36.8456393,126.8750074,041-336-2253
1053,다기능,"아산시 인주면 인주로 금성초등학교 건너편(금성리 455, 금성리→냉정리)",36.8456393,126.8750074,041-336-2253
1054,다기능,"아산시 영인면 고룡산로 신화초등학교 앞 사거리(신화리 271-1, 와우리→신화초교)",36.886093,126.9687,041-336-2253
1055,과속,"아산시 영인면 토정로 신화초등학교 앞 사거리(신화리 271-1, 신화교→신화2리)",36.8806182,126.9665453,041-336-2253
1056,과속,"아산시 음봉면 아산온천로 음봉초등학교 앞(삼거리 287-2, 음봉사거리→음봉삼거리)",36.8491506,127.0112085,041-336-2253
1057,다기능,"아산시 풍기동 어의정로 아하브어린이집 인근(풍기동 229-57, 동신사거리→풍기사거리)",36.7755416,127.0065813,041-336-2253
1058,다기능,"아산시 풍기동 어의정로 아하브어린이집 인근(풍기동 224-1, 풍기사거리→동신사거리)",36.7755416,127.0065813,041-336-2253
1059,과속,"아산시 인주면 현대로 도흥2리 마을입구 부근(도흥리 284-4, 인주→염치)",36.8284409,126.9031379,041-336-2253
1060,과속,아산시 송악면 송악로 수곡1리 마을입구 앞(동화리 산54-3),36.7228522,126.9818401,041-336-2253
1061,다기능,아산시 선장면 충절로 신동리 157-32 신기교차로 염치방향(선장→염치),36.7955055,126.8844943,041-336-2253
1062,다기능,아산시 선장면 충절로 신동리 157-32 신기교차로 선장방향(염치→선장),36.7955055,126.8844943,041-336-2253
1063,다기능,아산시 신창면 충절로 오목리 333 가덕교차로(신창→아산),36.8116196,126.9258844,041-336-2253
1064,다기능,아산시 신창면 충절로 오목리 333 가덕교차로(아산→신창),36.8116196,126.9258844,041-336-2253
1065,과속,아산시 염치읍 충절로 서원리 36-19(선장→염치),36.8389283,126.9666219,041-336-2253
1066,과속,"보령시 남포면 보령남로 보령종합체육관 앞(봉덕리 499-40, 보건소삼거리→남포삼거리)",36.3145498,126.6019882,041-336-2253
1067,과속,"보령시 대천동 대천방조제로 보령시시설관리공단 앞(대천동 862-3, 구시사거리→대천방조제)",36.3512507,126.5739538,041-336-2253
1068,다기능,"보령시 주포면 충청수영로 마강2리 마을회관 앞(마강리 470-6, 주포사거리→오천)",36.424859,126.568582,041-336-2253
1069,다기능,"보령시 주포면 충청수영로 마강2리 마을회관 건너편(마강리 466-6, 오천→주포사거리)",36.424859,126.568582,041-336-2253
1070,과속,"보령시 천북면 하궁길 천북초등학교 앞(하만리 255-1, 천북중→천북우체국)",36.4831866,126.5337921,041-336-2253
1071,과속,"보령시 천북면 하궁길 천북초등학교 건너편(하만리 255-1, 천북우체국→천북중)",36.4831866,126.5337921,041-336-2253
1072,과속,"보령시 천북면 천광로 낙동초등학교 앞(낙동리 294-5, 하나로마트→낙동2리 마을회관)",36.4933391,126.5659027,041-336-2253
1073,과속,"보령시 명천동 보령남로 한내초등학교 앞(명천동 453-5, 수청사거리→시청삼거리)",36.3414549,126.601456,041-336-2253
1074,과속,보령시 명천동 주공로 명천초등학교 앞(명천동 1016),36.3402125,126.6086831,041-336-2253
1075,과속,"보령시 성주면 성주산로 개화초등학교 앞(개화리 302-4, 개화삼거리→석탄박물관)",36.3064634,126.6537217,041-336-2253
1076,과속,"보령시 성주면 성주산로 개화초등학교 건너편(개화리 302-4, 석탄박물관→개화삼거리)",36.3064634,126.6537217,041-336-2253
1077,과속,보령시 남포면 충서로 남포초등학교 앞(읍내리 351-9),36.3051817,126.6090118,041-336-2253
1078,과속,보령시 남포면 월전로 월전초등학교 앞(양기리 478-5),36.271213,126.568267,041-336-2253
1079,과속,"보령시 주교면 울계큰길 동산어린이집 앞(주교리 243-1, 보령→홍성)",,,041-336-2253
1080,과속,"보령시 주교면 토정로 창미유치원 앞(관창리 818-2, 대천여고→은포리)",36.3606323,126.5841521,041-336-2253
1081,과속,"보령시 주교면 울계큰길 관창초등학교 앞(관창리 890-1, 보령→주교)",36.3858786,126.5786676,041-336-2253
1082,과속,"보령시 청라면 원모루길 청라초등학교 앞(나원리 916, 청라면사무소→보령)",36.3898965,126.6711145,041-336-2253
1083,과속,"보령시 청소면 청소큰길 청소초등학교 앞(진죽리 998, 광천→청소면)",,,041-336-2253
1084,과속,"보령시 대천동 대관초등길 대관초등학교 앞(대천동 472-2, 흥화아파트→국민건강보험공단)",36.3573416,126.584485,041-336-2253
1085,다기능,"논산시 내동 득안대로 소방서사거리(내동 494-24, 연무→강산사거리)",36.1872211,127.0912597,041-336-2253
1086,다기능,"논산시 내동 득안대로 소방서사거리(내동 1101, 강산사거리→연무)",36.188954,127.0902186,041-336-2253
1087,다기능,"논산시 내동 시민로 내동사거리(내동 288-4, 시청→논산여중)",36.1910437,127.0935573,041-336-2253
1088,다기능,"논산시 내동 시민로 합동세차장 앞(내동 1242, 신촌4가→논산고)",36.1818138,127.0983139,041-336-2253
1089,다기능,"논산시 내동 중앙로 건양대 서문 앞(내동 1244, 변전소→논산내동초)",36.182652,127.1113588,041-336-2253
1090,다기능,"논산시 내동 대학로 신촌사거리(내동 1100, 건양대→소방서)",36.1767614,127.1025015,041-336-2253
1091,다기능,"논산시 취암동 계백로 논산오거리(취암동 602-45, 관촉4가→강경)",36.2025356,127.0866631,041-336-2253
1092,다기능,"논산시 취암동 계백로 관촉사거리(취암동 1053, 논산오거리→대전)",36.2025356,127.0866631,041-336-2253
1093,다기능,"논산시 반월동 중앙로 논산지구대 앞(반월동 191, 논산대교→논산오거리)",36.2025356,127.0866631,041-336-2253
1094,다기능,"당진시 읍내동 청룡길 당진초등학교 앞(읍내동 167-8, 구터미널→법원)",36.8926235,126.6325693,041-336-2253
1095,다기능,"당진시 읍내동 무수동로 계성초등학교 앞(읍내동 735-11, SK주유소→문화예술의전당)",36.8951181,126.6374864,041-336-2253
1096,다기능,"당진시 채운동 대호만로 탑동초등학교 앞(채운동 456-1, 고대면→탑동교차로)",36.8974166,126.6231445,041-336-2253
1097,다기능,"당진시 신평면 거산3거리길 서정초등학교 앞(거산리 산28-5, 신평스포츠센터→서정초교)",36.8803645,126.7551768,041-336-2253
1098,다기능,"당진시 대덕동 대덕1로 대덕초등학교 앞(대덕동 1919, 시티프라디움2차@→수변공원)",36.8706945,126.6419461,041-336-2253
1099,다기능,"당진시 대덕동 대덕1로 대덕초등학교 건너편(대덕동 1919, 수변공원→시티프라디움2차@)",36.8706945,126.6419461,041-336-2253
1100,다기능,"당진시 대덕동 대덕1로 씨티프라디움@ 앞(대덕동 1919, 건강보험공단→시청)",36.876897,126.657122,041-336-2253
1101,다기능,"당진시 대덕동 대덕1로 씨티프라디움@ 건너편(대덕동 1919, 시청→건강보험공단)",36.876897,126.657122,041-336-2253
1102,과속,"당진시 합덕읍 면천로 꿈나래학교 앞(면천로 1590, 합도초사거리→합덕119안전센터)",36.8104841,126.7545121,041-336-2253
1103,과속,"당진시 합덕읍 면천로 꿈나래학교 건너편(면천로 1590, 합덕119안전센터→합도초사거리)",36.8128738,126.7665158,041-336-2253
1104,과속,"당진시 용연동 역천로 용연유치원 앞(용연로1, SK영일충전소→당진소방서)",36.8684453,126.6116139,041-336-2253
1105,과속,"당진시 용연동 역천로 용연유치원 건너편(용연로1, 당진소방서→SK영일충전소)",36.8684453,126.6116139,041-336-2253
1106,과속,"당진시 삼봉리 대호로 삼봉초등학교 앞(삼봉리 961-19, 삼봉초등학교→삼봉보건진료소)",37.0128446,126.5392775,041-336-2253
1107,과속,"당진시 신평면 신평로 신평초등학교 앞(금천리 387-13, 신평면행정복지센터→전대초교)",36.886114,126.772564,041-336-2253
1108,과속,"당진시 송악읍 틀모시로 기지유치원 앞(틀모시로 897, 기지시리→부곡리)",36.9019794,126.6914049,041-336-2253
1109,과속,"당진시 송악읍 송악로 송악초등학교 앞(중흥리 375-8, 오곡리→석포리)",36.9398015,126.7438708,041-336-2253
1110,다기능,"아산시 탕정면 새아산로 매곡3교차로(매곡리 121-4, 성환→풍세)",36.7221637,127.1187229,041-336-2253
1111,다기능,"아산시 탕정면 새아산로 매곡3교차로(매곡리 121-4, 풍세→성환)",36.7221637,127.1187229,041-336-2253
1112,다기능,"아산시 탕정면 새아산로 성뒤교차로(호산리 54-1, 풍세→성환)",36.8144503,127.0876383,041-336-2253
1113,다기능,"아산시 탕정면 새아산로 성뒤교차로(호산리 54-1, 성환→풍세)",36.8144503,127.0876383,041-336-2253
1114,다기능,"아산시 탕정면 새아산로 동산2교차로(동산리 78-8, 성뒤교차로→동산사거리)",36.8211327,127.0881419,041-336-2253
1115,과속,"서천군 문산면 서문로 문산식당 앞(신농리 87-3, 시초면→지원리)",,,041-336-2253
1116,과속,"서천군 장항읍 장마로 장항중앙초등학교 앞(신창리 51-3, 화천사거리→해양수산청)",36.0125239,126.6909559,041-336-2253
1117,과속,"서천군 마서면 원송로 마동초등학교 앞(송내리 419-1, 국립생태원→장항읍)",36.0249117,126.7149533,041-336-2253
1118,과속,"서천군 마서면 원송로 마동초등학교 건너편(송내리 419-1, 장항읍→국립생태원)",36.0249117,126.7149533,041-336-2253
1119,과속,"서천군 비인면 비인로 비인초등학교 앞(성내리 212-4, 비인중→성내사거리)",36.1422133,126.6019204,041-336-2253
1120,과속,"서천군 비인면 비인로 비인초등학교 건너편(성내리 212-4, 성내사거리→비인중)",36.1422133,126.6019204,041-336-2253
1121,과속,"서천군 기산면 기산길 기산초등학교 앞(황사리 218-8, 화산리→황사리)",36.0741136,126.7680459,041-336-2253
1122,과속,"서천군 서면 공암남촌길 서도초등학교 앞(도둔리 677-5, 장벌삼거리→홍원항)",36.151718,126.527402,041-336-2253
1123,과속,"서천군 마산면 삼일로 마산초등학교 앞(마명리 353, 마명리→신장사거리)",36.1207904,126.7951654,041-336-2253
1124,과속,아산시 선장면 아산만로 대흥리 266-27(선장→인주),36.8119317,126.8699062,041-336-2253
1125,다기능,"부여군 부여읍 북포로 정동2교차로(정동리593-8, 부여→공주)",36.3019931,126.9264536,041-336-2253
1126,과속,"아산시 신창면 서부북로 풀잎사랑어린이집 앞(남성리 199-1, 신광초교→신창면행정복지센터)",36.7927332,126.9549864,041-336-2253
1127,과속,"아산시 신창면 서부북로 풀잎사랑어린이집 건너편(남성리 199-1, 신창면행정복지센터→신광초교)",36.7927332,126.9549864,041-336-2253
1128,다기능,"계룡시 엄사면 번영로 엄사중학교 앞 사거리(엄사리 342-6, 엄사면사무소→엄사중)",36.2878485,127.2297929,041-336-2253
1129,다기능,"계룡시 신도안면 계룡대로 계룡제2문사거리(정장리 172-9, 평리사거리→계룡대로사거리)",36.300299,127.2352386,041-336-2253
1130,다기능,"천안시 서북구 한들3로 해여림유치원 앞(백석동 1197, 환서중→백석더샵1차@)",36.8310679,127.1240758,041-336-2253
1131,다기능,"천안시 서북구 직산읍 직산로 키즈월드어린이집 앞(삼은리 94-26, 삼성물산→직산농협)",36.882288,127.1543604,041-336-2253
1132,과속,"천안시 서북구 입장면 위례산길 자연사랑어린이집 앞(시장리 48-1, 위례교차로→시장저수지)",36.9019813,127.2240198,041-336-2253
1133,과속,"천안시 서북구 입장면 위례산길 자연사랑어린이집 건너편(시장리 48-1, 시장저수지→위례교차로)",36.9019813,127.2240198,041-336-2253
1134,과속,"천안시 서북구 입장면 성진로 지혜어린이집 앞(기로리 284-6, 입장→진천)",,,041-336-2253
1135,과속,"천안시 서북구 입장면 성진로 지혜어린이집 건너편(기로리 284-6, 진천→입장)",,,041-336-2253
1136,과속,"천안시 서북구 월봉7길 엔젤유치원 앞(쌍용동 1561, 청솔아파트→기업은행)",36.7909162,127.1158672,041-336-2253
1137,과속,"천안시 서북구 월봉4로 산내들유치원 앞(쌍용동 121-1, 월봉초→칸타빌아파트)",36.8008268,127.1148488,041-336-2253
1138,과속,"천안시 서북구 쌍용동 쌍용18길 좋은유치원 앞(쌍용동 1901, 쌍용모란@→월봉로)",36.799285,127.1200318,041-336-2253
1139,과속,"천안시 서북구 쌍용동 쌍용17길 푸른별유치원 앞(쌍용동 1278, 쌍용역→쌍용초교)",36.7962978,127.122838,041-336-2253
1140,과속,"천안시 서북구 쌍용동 쌍용17길 푸른별유치원 건너편(쌍용동 1278, 쌍용초교→쌍용역)",36.7962978,127.122838,041-336-2253
1141,과속,"천안시 서북구 쌍용14길 나사렛새꿈학교 앞(쌍용동 456, 좋은유치원→현대아파트)",36.7982173,127.1199686,041-336-2253
1142,과속,"천안시 서북구 쌍용11길 제일어린이집 앞(쌍용동 1283, 쌍룡우체국→행정복지센터)",,,041-336-2253
1143,과속,"천안시 서북구 쌍용11길 제일어린이집 건너편(쌍용동 1283, 행정복지센터→쌍룡우체국)",,,041-336-2253
1144,과속,"천안시 서북구 성환읍 신방로 사랑유치원 앞(우신리 115-6, 우신1교차로→장천교)",36.9256431,127.1148908,041-336-2253
1145,과속,"천안시 서북구 성환읍 신방로 사랑유치원 건너편(송덕리 57-1, 장천교→우신1교차로)",36.9256431,127.1148908,041-336-2253
1146,과속,"천안시 서북구 성환읍 대학로 한별어린이집 앞(성월리 산48-10, 남산동사거리→남서울대학교)",36.914617,127.1353058,041-336-2253
1147,과속,"천안시 서북구 성환읍 대학로 한별어린이집 건너편(성월리 산48-10, 남서울대학교→남산동사거리)",36.911838,127.142096,041-336-2253
1148,과속,"천안시 서북구 성정동 서부대로 미래클유치원 앞(성정동 436-10, 쌍용대로→주공2단지@)",36.8242176,127.1354732,041-336-2253
1149,과속,"천안시 서북구 성정동 서부대로 대한유치원 앞(성정동 436-10, 주공2단지@→쌍용대로)",36.8242669,127.134725,041-336-2253
1150,다기능,"천안시 서북구 성성6로 천안성성유치원 앞(성성동 735, 업성수변로→성성3지구)",36.8404234,127.1369185,041-336-2253
1151,과속,"천안시 서북구 성거읍 성진로 잼잼어린이집 앞(모전리 2-22, 성환→입장)",36.9181445,127.1342727,041-336-2253
1152,과속,"천안시 서북구 성거읍 성진로 잼잼어린이집 건너편(모전리 2-22, 입장→성환)",36.9181445,127.1342727,041-336-2253
1153,다기능,"천안시 서북구 성거읍 봉주로 천안인애학교 앞(소우리 182-8, 서북구청→성거읍행정복지센터)",36.8792886,127.1718032,041-336-2253
1154,과속,"천안시 서북구 서부대로 늘푸른유치원 앞(두정동 1781, 천안우체국→주공6단지)",36.8276639,127.1329048,041-336-2253
1155,과속,"천안시 서북구 불당동 불당18로 이튼유치원 앞(불당동 1937, 번영로→지식산업센터)",36.8052323,127.1052737,041-336-2253
1156,과속,"천안시 서북구 불당동 불당18로 이튼유치원 건너편(불당동 1937, 지식산업센터→번영로)",36.8052323,127.1052737,041-336-2253
1157,다기능,"천안시 서북구 불당26로 천안버들유치원 앞(불당동 1500, 제3산업단지→천안불당고)",36.8189505,127.105688,041-336-2253
1158,다기능,"천안시 서북구 불당21로 불당유치원 앞(불당동 1573, 지웰더샵 아파트→린스트라우스2단지)",36.8235767,127.1051161,041-336-2253
1159,다기능,"천안시 서북구 봉서산로 늘사랑유치원 앞(쌍용동 1917, 늘사랑유치원→용암초)",36.8042413,127.1214213,041-336-2253
1160,과속,"천안시 서북구 미라3길 젤라유치원 앞(쌍용동 1222, 젤라유치원→현대타일)",36.8019891,127.1309968,041-336-2253
1161,과속,"천안시 서북구 미라2길 예빛어린이집 앞(쌍용동 889, 일성1차아파트→봉서중)",36.8021197,127.1295771,041-336-2253
1162,과속,"천안시 서북구 성거읍 망향로 아이세상유치원 앞(송남리 540, 천안IC→송남교차로)",36.8688181,127.1968566,041-336-2253
1163,과속,"천안시 서북구 두정중3길 예크어린이집 앞(두정동 1205, 두정e편한세상→삼성대로)",36.8360711,127.141474,041-336-2253
1164,과속,"천안시 서북구 두정동 두정중5길 한사랑유치원 앞(두정동 525-2, 두정로→두정1단지@)",36.8371282,127.1440857,041-336-2253
1165,과속,"천안시 서북구 두정동 두정중5길 한사랑유치원 건너편(두정동 525-2, 두정1단지@→두정로)",36.8371282,127.1440857,041-336-2253
1166,과속,"천안시 서북구 두정동 두정역길 도솔유치원 앞(두정동 2039, 천안대로→두정1교)",36.8359047,127.1508898,041-336-2253
1167,과속,"천안시 서북구 두정동 두정역길 도솔유치원 건너편(두정동 2039, 두정1교→천안대로)",36.8359047,127.1508898,041-336-2253
1168,과속,"천안시 서북구 다가말2길 아이숲유치원 앞(쌍용동 378-108, 인력개발센터→천안충무병원)",36.7975629,127.1335882,041-336-2253
1169,다기능,"천안시 서북구 2공단2로 늘푸른어린이집 앞(차암동 12-2, 일반산업단지→대림아파트)",,,041-336-2253
1170,과속,"천안시 동남구 풍세면 풍세로 풍세아름지역아동센터 앞(보성리 397-3, 아산→풍세면행정복지센터)",36.7339505,127.1225263,041-336-2253
1171,과속,"천안시 동남구 풍세면 풍세로 풍세아름지역아동센터 건너편(보성리 397-3, 풍세면행정복지센터→아산)",36.7339505,127.1225263,041-336-2253
1172,다기능,"천안시 동남구 청수14로 천안가온초등학교 앞(청당동 950, 광풍로→대전지방검찰청)",36.7853537,127.1487868,041-336-2253
1173,과속,"천안시 동남구 청수7로 좋은나무숲유치원 앞(청당동 835, 백석대부속유치원→좋은나무숲유치원)",36.7833314,127.161144,041-336-2253
1174,과속,"천안시 동남구 청수7로 백석대부속유치원 앞(청당동 651, 좋은나무숲유치원→백석대부속유치원)",36.7848414,127.1596484,041-336-2253
1175,다기능,"천안시 동남구 광풍로 꿈동산어린이집 앞(청당동 389-41, 하나로마트→천안제일요양원)",36.7786872,127.1441744,041-336-2253
1176,과속,"천안시 동남구 용곡2길 자연어린이집 앞(용곡동 337-4, 용곡교→동일하이빌@)",36.7914426,127.1411825,041-336-2253
1177,과속,"천안시 동남구 용곡2길 자연어린이집 건너편(용곡동 337-4, 동일하이빌@→용곡교)",36.7914426,127.1411825,041-336-2253
1178,다기능,"천안시 동남구 용곡2길 셀라유치원 앞(용곡동 598, 천변→셀라유치원)",36.7914426,127.1411825,041-336-2253
1179,과속,"천안시 동남구 천안천공원5길 이솝유치원 앞(영성동 145-6, 덕진하이츠@→신세계종합주방)",36.7968803,127.1507996,041-336-2253
1180,과속,"천안시 동남구 각원사길 호서대부속유치원 앞(안서동 253, 안서1교차로→호서대)",36.8310169,127.1803315,041-336-2253
1181,과속,"천안시 동남구 중앙로 아이캔유치원 앞(신부동 865-1, 우방아파트→신부제3교)",36.8229341,127.1574451,041-336-2253
1182,과속,"천안시 동남구 중앙로 아이캔유치원 건너편(신부동 865-1, 신부제3교→우방아파트)",36.8229341,127.1574451,041-336-2253
1183,과속,"천안시 동남구 통정6로 세실유치원 앞(신방동 2121, 중앙공원→구룡천)",36.7754658,127.1383987,041-336-2253
1184,과속,"천안시 동남구 통정6로 세실유치원 건너편(신방동 2121, 구룡천→중앙공원)",36.7754658,127.1383987,041-336-2253
1185,과속,"천안시 동남구 통정12로 엔젤어린이집 앞(신방동 2125, 현대아파트→한성필하우스아파트)",,,041-336-2253
1186,과속,"천안시 동남구 통정12로 엔젤어린이집 건너편(신방동 2125, 한성필하우스아파트→현대아파트)",36.7765995,127.1328663,041-336-2253
1187,다기능,"천안시 동남구 수곡로 또바트유치원 앞(신방동 73-13, 용곡중→수곡초)",36.7889465,127.1253848,041-336-2253
1188,다기능,"천안시 동남구 수곡로 더그림유치원 앞(신방동 911, 용곡중→수곡초)",36.7872087,127.12991,041-336-2253
1189,과속,"천안시 동남구 성남면 약수로 햇살어린이집 앞(석곡리 460-5, 대정저수지→석곡삼거리)",36.742601,127.2213676,041-336-2253
1190,과속,"천안시 동남구 성남면 약수로 햇살어린이집 건너편(석곡리 460-5, 석곡삼거리→대정저수지)",36.742601,127.2213676,041-336-2253
1191,과속,"천안시 동남구 천안여상로 천사유치원 앞(봉명동 215-12, 한양아파트→쌍용연립아파트)",36.8045193,127.1350311,041-336-2253
1192,과속,"천안시 동남구 천안여상로 천사유치원 건너편(봉명동 215-12, 쌍용연립아파트→한양아파트)",36.8045193,127.1350311,041-336-2253
1193,다기능,"천안시 동남구 목천읍 삼성5길 하얀유치원 앞(삼성리 9-9, 서울성심의원→아이조움프라자)",36.7602754,127.1780003,041-336-2253
1194,과속,"천안시 동남구 목천읍 삼방로 목천어린이집 앞(남화리 4-3, 목천교→목천고)",36.7816905,127.2350498,041-336-2253
1195,과속,"천안시 동남구 정골1길 꿈나무유치원 앞(구성동 279-2, 도계만화박물관→천안요양병원)",36.7921047,127.1688337,041-336-2253
1196,과속,"천안시 동남구 정골1길 꿈나무유치원 건너편(구성동 279-2, 천안요양병원→도계만화박물관)",36.7921047,127.1688337,041-336-2253
